"symbol", "name", "exchange"
"TTS","Tile Shop Holdings, Inc.","NMS"
"BLDR","Builders FirstSource, Inc.","NMS"
"LPNT","Lifepoint Hospitals Inc.","NMS"
"AMSG","AmSurg Corp.","NMS"
"LCUT","Lifetime Brands, Inc.","NMS"
"HELE","Helen of Troy Limited","NMS"
"VNOM","Viper Energy Partners LP","NMS"
"FXEN","FX Energy Inc.","NMS"
"ROSE","Rosetta Resources, Inc.","NMS"
"EXXI","Energy XXI Ltd.","NMS"
"MCEP","Mid-Con Energy Partners, LP","NMS"
"MEMP","Memorial Production Partners LP","NMS"
"PDCE","PDC Energy, Inc.","NMS"
"FANG","Diamondback Energy, Inc.","NMS"
"LNCO","Linn Co, LLC","NMS"
"ESCR","Escalera Resources Co.","NMS"
"CRZO","Carrizo Oil & Gas Inc.","NMS"
"LINE","Linn Energy, LLC","NMS"
"GPOR","Gulfport Energy Corp.","NMS"
"WRES","Warren Resources Inc.","NMS"
"TGA","TransGlobe Energy Corporation","NMS"
"PLPC","Preformed Line Products Company","NMS"
"FELE","Franklin Electric Co., Inc.","NMS"
"OSIS","OSI Systems, Inc.","NMS"
"AMSC","American Superconductor Corporation","NMS"
"LYTS","LSI Industries Inc.","NMS"
"AIMC","Altra Industrial Motion Corp.","NMS"
"HOLI","HollySys Automation Technologies, Ltd.","NMS"
"SNHY","Sun Hydraulics Corp.","NMS"
"TRS","TriMas Corporation","NMS"
"FAST","Fastenal Company","NMS"
"NEWP","Newport Corp.","NMS"
"LAWS","Lawson Products Inc.","NMS"
"PKOH","Park-Ohio Holdings Corp.","NMS"
"TITN","Titan Machinery, Inc.","NMS"
"HWCC","Houston Wire & Cable Company","NMS"
"HDS","HD Supply Holdings, Inc.","NMS"
"DXPE","DXP Enterprises, Inc.","NMS"
"ZINC","Horsehead Holding Corp.","NMS"
"ARLP","Alliance Resource Partners LP","NMS"
"GSM","Globe Specialty Metals, Inc.","NMS"
"MORN","Morningstar Inc.","NMS"
"SYNT","Syntel, Inc.","NMS"
"NCIT","NCI, Inc.","NMS"
"IGTE","iGATE Corporation","NMS"
"VNET","21Vianet Group, Inc.","NMS"
"CDW","CDW Corporation","NMS"
"SYKE","Sykes Enterprises, Incorporated","NMS"
"UBIC","UBIC, Inc.","NMS"
"RDWR","Radware Ltd.","NMS"
"SABR","Sabre Corporation","NMS"
"RVBD","Riverbed Technology, Inc.","NMS"
"EPIQ","Epiq Systems, Inc.","NMS"
"CTG","Computer Task Group Inc.","NMS"
"DMRC","Digimarc Corporation","NMS"
"VRTU","Virtusa  Corp.","NMS"
"ACXM","Acxiom Corporation","NMS"
"ERIE","Erie Indemnity Company","NMS"
"EHTH","eHealth, Inc.","NMS"
"CRVL","CorVel Corporation","NMS"
"CISG","CNinsure Inc.","NMS"
"YNDX","Yandex N.V.","NMS"
"YHOO","Yahoo! Inc.","NMS"
"JRJC","China Finance Online Co., Ltd.","NMS"
"CNVR","Conversant, Inc.","NMS"
"JD","JD.com, Inc.","NMS"
"NAME","Rightside Group, Ltd.","NMS"
"WWWW","Web.com Group, Inc.","NMS"
"WIX","Wix.com Ltd.","NMS"
"LLNW","Limelight Networks, Inc.","NMS"
"CRTO","Criteo SA","NMS"
"GOOG","Google Inc.","NMS"
"VRSN","VeriSign, Inc.","NMS"
"TZOO","Travelzoo Inc.","NMS"
"TRIP","TripAdvisor Inc.","NMS"
"AWAY","HomeAway, Inc.","NMS"
"FB","Facebook, Inc.","NMS"
"BCOR","Blucora, Inc.","NMS"
"AKAM","Akamai Technologies, Inc.","NMS"
"GRPN","Groupon, Inc.","NMS"
"CCIH","ChinaCache International Holdings Ltd.","NMS"
"SOHU","Sohu.com Inc.","NMS"
"DATE","Jiayuan.com International Ltd.","NMS"
"BIDU","Baidu, Inc.","NMS"
"PRSS","CafePress Inc.","NMS"
"GOOGL","Google Inc.","NMS"
"BRDR","Borderfree, Inc.","NMS"
"YY","YY Inc.","NMS"
"WB","Weibo Corporation","NMS"
"IACI","IAC/InterActiveCorp","NMS"
"UNTD","United Online, Inc.","NMS"
"SIFY","Sify Technologies Limited","NMS"
"TRUE","TrueCar, Inc.","NMS"
"EQIX","Equinix, Inc.","NMS"
"TNAV","Telenav, Inc.","NMS"
"TRAK","Dealertrack Technologies, Inc.","NMS"
"NTES","NetEase, Inc.","NMS"
"CKSW","ClickSoftware Technologies Ltd.","NMS"
"SPRT","Support.com, Inc.","NMS"
"ULTI","The Ultimate Software Group, Inc.","NMS"
"DRIV","Digital River Inc.","NMS"
"SINA","SINA Corporation","NMS"
"XXIA","Ixia","NMS"
"JCOM","j2 Global, Inc.","NMS"
"LONG","eLong Inc.","NMS"
"ANGI","Angie's List, Inc.","NMS"
"INAP","Internap Corporation","NMS"
"QNST","QuinStreet, Inc.","NMS"
"LPLA","LPL Financial Holdings Inc.","NMS"
"CME","CME Group Inc.","NMS"
"COWN","Cowen Group, Inc.","NMS"
"AMRK","A-Mark Precious Metals, Inc.","NMS"
"MKTX","MarketAxess Holdings Inc.","NMS"
"IBKR","Interactive Brokers Group, Inc.","NMS"
"ETFC","E*TRADE Financial Corporation","NMS"
"INTL","INTL FCStone Inc.","NMS"
"BGCP","BGC Partners, Inc.","NMS"
"CTHR","Charles & Colvard Ltd.","NMS"
"NILE","Blue Nile Inc.","NMS"
"NWLI","National Western Life Insurance Company","NMS"
"LPHI","Life Partners Holdings, Inc.","NMS"
"CTRP","Ctrip.com International Ltd.","NMS"
"HTHT","China Lodging Group, Limited","NMS"
"MAR","Marriott International, Inc.","NMS"
"EXPE","Expedia Inc.","NMS"
"HMIN","Homeinns Hotel Group","NMS"
"GNCMA","General Communication Inc.","NMS"
"ENSG","The Ensign Group, Inc.","NMS"
"PCH","Potlatch Corporation","NMS"
"PATK","Patrick Industries Inc.","NMS"
"HDNG","Hardinge Inc.","NMS"
"ROLL","RBC Bearings Inc.","NMS"
"NNBR","NN Inc.","NMS"
"AAL","American Airlines Group Inc.","NMS"
"SAVE","Spirit Airlines, Inc.","NMS"
"EXPO","Exponent Inc.","NMS"
"ICFI","ICF International Inc.","NMS"
"HCKT","The Hackett Group, Inc.","NMS"
"CRAI","CRA International Inc.","NMS"
"HURN","Huron Consulting Group Inc.","NMS"
"NCMI","National CineMedia, Inc.","NMS"
"AMCN","AirMedia Group Inc.","NMS"
"MCHX","Marchex, Inc.","NMS"
"SALE","RetailMeNot, Inc.","NMS"
"DXM","Dex Media, Inc.","NMS"
"CTCT","Constant Contact, Inc.","NMS"
"WMGI","Wright Medical Group Inc.","NMS"
"HOLX","Hologic Inc.","NMS"
"ARAY","Accuray Incorporated","NMS"
"SIRO","Sirona Dental Systems Inc.","NMS"
"KTWO","K2M Group Holdings, Inc.","NMS"
"VASC","Vascular Solutions Inc.","NMS"
"SPNC","The Spectranetics Corporation","NMS"
"ELOS","Syneron Medical Ltd.","NMS"
"MASI","Masimo Corporation","NMS"
"VOLC","Volcano Corporation","NMS"
"ZLTQ","ZELTIQ Aesthetics, Inc.","NMS"
"ISRG","Intuitive Surgical, Inc.","NMS"
"ALGN","Align Technology Inc.","NMS"
"EXAC","Exactech Inc.","NMS"
"CYBX","Cyberonics Inc.","NMS"
"PHMD","PhotoMedex, Inc.","NMS"
"LDRH","LDR Holding Corporation","NMS"
"RTIX","RTI Surgical Inc.","NMS"
"CSII","Cardiovascular Systems Inc.","NMS"
"LMNS","Lumenis Ltd.","NMS"
"NUVA","NuVasive, Inc.","NMS"
"MAKO","MAKO Surgical Corp.","NMS"
"CYNO","Cynosure, Inc.","NMS"
"NXTM","Nxstage Medical, Inc.","NMS"
"OFIX","Orthofix International N.V.","NMS"
"CNMD","CONMED Corporation","NMS"
"BABY","Natus Medical Inc.","NMS"
"ABMD","ABIOMED, Inc.","NMS"
"PDCO","Patterson Companies, Inc.","NMS"
"HSIC","Henry Schein, Inc.","NMS"
"MWIV","MWI Veterinary Supply, Inc.","NMS"
"PODD","Insulet Corporation","NMS"
"THOR","Thoratec Corp.","NMS"
"ANGO","AngioDynamics Inc.","NMS"
"ELGX","Endologix Inc.","NMS"
"TRNX","Tornier N.V.","NMS"
"OSUR","OraSure Technologies, Inc.","NMS"
"MLAB","Mesa Laboratories Inc.","NMS"
"XRAY","DENTSPLY International Inc.","NMS"
"ICUI","ICU Medical, Inc.","NMS"
"ATEC","Alphatec Holdings, Inc.","NMS"
"IART","Integra LifeSciences Holdings Corporation","NMS"
"MMSI","Merit Medical Systems, Inc.","NMS"
"UTMD","Utah Medical Products Inc.","NMS"
"TRIV","TriVascular Technologies, Inc.","NMS"
"HTWR","Heartware International Inc.","NMS"
"LMNX","Luminex Corporation","NMS"
"DXCM","DexCom, Inc.","NMS"
"ATRI","ATRION Corp.","NMS"
"ABAX","Abaxis, Inc.","NMS"
"BRKR","Bruker Corporation","NMS"
"ALOG","Analogic Corporation","NMS"
"FMI","Foundation Medicine, Inc.","NMS"
"BRLI","Bio-Reference Laboratories Inc.","NMS"
"KANG","iKang Healthcare Group, Inc.","NMS"
"FLDM","Fluidigm Corporation","NMS"
"PRXL","PAREXEL International Corporation","NMS"
"ICLR","ICON Public Limited Company","NMS"
"GHDX","Genomic Health Inc.","NMS"
"PRAH","PRA Health Sciences, Inc.","NMS"
"GTLS","Chart Industries Inc.","NMS"
"HAYN","Haynes International, Inc.","NMS"
"SHLO","Shiloh Industries Inc.","NMS"
"BOOM","Dynamic Materials Corp.","NMS"
"SQBK","Square 1 Financial, Inc.","NMS"
"RNST","Renasant Corp.","NMS"
"BHBK","Hyde Park Bancorp, MHC","NMS"
"FBNK","First Connecticut Bancorp, Inc.","NMS"
"SFNC","Simmons First National Corporation","NMS"
"FMER","FirstMerit Corporation","NMS"
"GNBC","Green Bancorp, Inc.","NMS"
"BBCN","BBCN Bancorp, Inc.","NMS"
"OPB","Opus Bank","NMS"
"HOMB","Home Bancshares, Inc. (Conway, AR)","NMS"
"TSC","Tristate Capital Holdings, Inc.","NMS"
"SUBK","Suffolk Bancorp","NMS"
"HLSS","Home Loan Servicing Solutions, Ltd.","NMS"
"TREE","Tree.Com, Inc.","NMS"
"VRTB","Vestin Realty Mortgage II, Inc.","NMS"
"ATAX","America First Multifamily Investors, L.P.","NMS"
"MRLN","Marlin Business Services Corp.","NMS"
"DWA","DreamWorks Animation SKG Inc.","NMS"
"CKEC","Carmike Cinemas Inc.","NMS"
"AVID","Avid Technology, Inc.","NMS"
"RNWK","RealNetworks Inc.","NMS"
"CYOU","Changyou.com Limited","NMS"
"GIGM","GigaMedia Ltd.","NMS"
"GAME","Shanda Games Limited","NMS"
"ROVI","Rovi Corporation","NMS"
"TTWO","Take-Two Interactive Software Inc.","NMS"
"PWRD","Perfect World Co., Ltd.","NMS"
"EA","Electronic Arts Inc.","NMS"
"GLUU","Glu Mobile, Inc.","NMS"
"NCTY","The9 Limited","NMS"
"ATVI","Activision Blizzard, Inc.","NMS"
"ZNGA","Zynga, Inc.","NMS"
"KZ","Kongzhong Corp.","NMS"
"DGII","Digi International Inc.","NMS"
"CNTF","China Techfaith Wireless Communication Technology Limited","NMS"
"EXTR","Extreme Networks Inc.","NMS"
"SMCI","Super Micro Computer, Inc.","NMS"
"CSCO","Cisco Systems, Inc.","NMS"
"FNSR","Finisar Corp.","NMS"
"BBOX","Black Box Corporation","NMS"
"ARUN","Aruba Networks, Inc.","NMS"
"OPLK","Oplink Communications, Inc.","NMS"
"ELON","Echelon Corporation","NMS"
"SILC","Silicom Ltd.","NMS"
"AHGP","Alliance Holdings GP, L.P.","NMS"
"HERO","Hercules Offshore, Inc.","NMS"
"PTEN","Patterson-UTI Energy Inc.","NMS"
"ORIG","Ocean Rig UDW Inc.","NMS"
"LGCY","Legacy Reserves LP","NMS"
"AREX","Approach Resources, Inc.","NMS"
"MRD","Memorial Resource Development Corp.","NMS"
"EVEP","EV Energy Partners LP","NMS"
"VNR","Vanguard Natural Resources, LLC","NMS"
"BBEP","Breitburn Energy Partners L.P.","NMS"
"REXX","Rex Energy Corporation","NMS"
"EXLP","Exterran Partners, L.P.","NMS"
"GIFI","Gulf Island Fabrication Inc.","NMS"
"TGE","TGC Industries Inc.","NMS"
"CCLP","CSI Compressco LP","NMS"
"TESO","Tesco Corporation","NMS"
"GEOS","Geospace Technologies Corporation","NMS"
"MTRX","Matrix Service Company","NMS"
"DWSN","Dawson Geophysical Company","NMS"
"MMLP","Martin Midstream Partners LP","NMS"
"SZYM","Solazyme, Inc.","NMS"
"EROC","Eagle Rock Energy Partners, L.P.","NMS"
"CLMT","Calumet Specialty Products Partners LP","NMS"
"REGI","Renewable Energy Group, Inc.","NMS"
"MINI","Mobile Mini, Inc.","NMS"
"SLGN","Silgan Holdings Inc.","NMS"
"MERC","Mercer International Inc.","NMS"
"IPAR","Inter Parfums Inc.","NMS"
"MTEX","Mannatech, Incorporated","NMS"
"NUTR","Nutraceutical International Corporation","NMS"
"RDEN","Elizabeth Arden, Inc.","NMS"
"TAX","Liberty Tax, Inc.","NMS"
"WOOF","VCA Inc.","NMS"
"STNR","Steiner Leisure Ltd.","NMS"
"SFLY","Shutterfly, Inc.","NMS"
"MATW","Matthews International Corporation","NMS"
"GK","G&K; Services Inc.","NMS"
"GPRO","GoPro, Inc.","NMS"
"HCCI","Heritage-Crystal Clean, Inc","NMS"
"FTEK","Fuel-Tech, Inc.","NMS"
"ERII","Energy Recovery, Inc.","NMS"
"PMFG","PMFG, Inc.","NMS"
"CECE","CECO Environmental Corp.","NMS"
"FLEX","Flextronics International Ltd.","NMS"
"PLXS","Plexus Corp.","NMS"
"TTMI","TTM Technologies Inc.","NMS"
"MFLX","Multi-Fineline Electronix, Inc.","NMS"
"KBAL","Kimball International, Inc.","NMS"
"LNCE","Snyder's-Lance, Inc.","NMS"
"JJSF","J&J; Snack Foods Corp.","NMS"
"SENEA","Seneca Foods Corp.","NMS"
"SNAK","Inventure Foods, Inc.","NMS"
"DMND","Diamond Foods, Inc.","NMS"
"MGPI","MGP Ingredients Inc.","NMS"
"GMCR","Keurig Green Mountain, Inc.","NMS"
"SENEB","Seneca Foods Corp.","NMS"
"JBSS","John B Sanfilippo & Son Inc.","NMS"
"FARM","Farmer Brothers Co.","NMS"
"BDBD","Boulder Brands, Inc.","NMS"
"SAFT","Safety Insurance Group Inc.","NMS"
"CINF","Cincinnati Financial Corp.","NMS"
"ANAT","American National Insurance Co.","NMS"
"DGICB","Donegal Group Inc.","NMS"
"SIGI","Selective Insurance Group Inc.","NMS"
"AMSF","Amerisafe, Inc.","NMS"
"MHLD","Maiden Holdings, Ltd.","NMS"
"AFSI","AmTrust Financial Services, Inc.","NMS"
"GBLI","Global Indemnity plc","NMS"
"AGII","Argo Group International Holdings, Ltd.","NMS"
"EMCI","EMC Insurance Group Inc.","NMS"
"STFC","State Auto Financial Corp.","NMS"
"SNC","State National Companies, Inc.","NMS"
"NAVG","Navigators Group Inc.","NMS"
"NATL","National Interstate Corporation","NMS"
"UFCS","United Fire Group, Inc","NMS"
"IPCC","Infinity Property and Casualty Corp.","NMS"
"ESGR","Enstar Group Limited","NMS"
"ACGL","Arch Capital Group Ltd.","NMS"
"APSA","Alto Palermo S.A.","NMS"
"CSGP","CoStar Group Inc.","NMS"
"Z","Zillow, Inc.","NMS"
"CRRC","Courier Corporation","NMS"
"SCHL","Scholastic Corporation","NMS"
"FSTR","LB Foster Co.","NMS"
"ARII","American Railcar Industries, Inc.","NMS"
"RAIL","FreightCar America Inc.","NMS"
"STRS","Stratus Properties Inc.","NMS"
"LGIH","LGI Homes, Inc.","NMS"
"LTRPA","Liberty TripAdvisor Holdings, Inc.","NMS"
"FOSL","Fossil Group, Inc.","NMS"
"FOXF","Fox Factory Holding Corp","NMS"
"ACAT","Arctic Cat Inc.","NMS"
"AMNB","American National Bankshares Inc.","NMS"
"FBNC","First Bancorp","NMS"
"WSBC","WesBanco Inc.","NMS"
"SBSI","Southside Bancshares Inc.","NMS"
"NBBC","NewBridge Bancorp","NMS"
"CHCO","City Holding Co.","NMS"
"FCBC","First Community Bancshares, Inc.","NMS"
"UBSH","Union Bankshares Corporation","NMS"
"GBNK","Guaranty Bancorp","NMS"
"UCBI","United Community Banks, Inc.","NMS"
"BANR","Banner Corporation","NMS"
"CCBG","Capital City Bank Group Inc.","NMS"
"ABCB","Ameris Bancorp","NMS"
"LION","Fidelity Southern Corporation","NMS"
"CFFI","C&F; Financial Corp.","NMS"
"SASR","Sandy Spring Bancorp Inc.","NMS"
"TBBK","The Bancorp Inc.","NMS"
"SBNY","Signature Bank","NMS"
"SUSQ","Susquehanna Bancshares, Inc.","NMS"
"UBSI","United Bankshares Inc.","NMS"
"PWOD","Penns Woods Bancorp Inc.","NMS"
"BMTC","Bryn Mawr Bank Corp.","NMS"
"FUNC","First United Corporation","NMS"
"FNFG","First Niagara Financial Group Inc.","NMS"
"FCNCA","First Citizens Bancshares Inc.","NMS"
"SHBI","Shore Bancshares, Inc.","NMS"
"TOWN","Towne Bank","NMS"
"FISI","Financial Institutions Inc.","NMS"
"HMPR","Hampton Roads Bankshares Inc.","NMS"
"SBCF","Seacoast Banking Corp. of Florida","NMS"
"SSB","South State Corporation","NMS"
"WSFS","WSFS Financial Corp.","NMS"
"HBOS","Heritage Financial Group, Inc.","NMS"
"BUSE","First Busey Corporation","NMS"
"HBAN","Huntington Bancshares Incorporated","NMS"
"FFBC","First Financial Bancorp.","NMS"
"FBIZ","First Business Financial Services, Inc.","NMS"
"WIBC","Wilshire Bancorp Inc.","NMS"
"GABC","German American Bancorp Inc.","NMS"
"CHFC","Chemical Financial Corporation","NMS"
"FITB","Fifth Third Bancorp","NMS"
"TFSL","TFS Financial Corp","NMS"
"IBCP","Independent Bank Corporation","NMS"
"TAYC","Taylor Capital Group Inc.","NMS"
"MSFG","MainSource Financial Group, Inc.","NMS"
"SRCE","1st Source Corporation","NMS"
"PVTB","PrivateBancorp, Inc.","NMS"
"WTFC","Wintrust Financial Corporation","NMS"
"MBWM","Mercantile Bank Corp.","NMS"
"THFF","First Financial Corp.","NMS"
"ONB","Old National Bancorp.","NMS"
"MBFI","MB Financial Inc.","NMS"
"CBSH","Commerce Bancshares, Inc.","NMS"
"PEBO","Peoples Bancorp Inc.","NMS"
"MCBC","Macatawa Bank Corp.","NMS"
"LKFN","Lakeland Financial Corp.","NMS"
"OSBC","Old Second Bancorp Inc.","NMS"
"FRME","First Merchants Corporation","NMS"
"FMBI","First Midwest Bancorp Inc.","NMS"
"ASBC","Associated Banc-Corp","NMS"
"CUBI","Customers Bancorp, Inc.","NMS"
"UVSP","Univest Corporation of Pennsylvania","NMS"
"METR","Metro Bancorp, Inc.","NMS"
"FNLC","The First Bancorp, Inc.","NMS"
"HTBI","HomeTrust Bancshares, Inc.","NMS"
"SNBC","Sun Bancorp Inc.","NMS"
"BDGE","Bridge Bancorp, Inc.","NMS"
"NFBK","Northfield Bancorp, Inc. (Staten Island, NY)","NMS"
"STBA","S&T; Bancorp Inc.","NMS"
"CNBKA","Century Bancorp Inc.","NMS"
"CNOB","ConnectOne Bancorp, Inc.","NMS"
"ORIT","Oritani Financial Corp.","NMS"
"LBAI","Lakeland Bancorp Inc.","NMS"
"WFD","Westfield Financial Inc.","NMS"
"HBNC","Horizon Bancorp","NMS"
"CAC","Camden National Corp.","NMS"
"BNCL","Beneficial Mutual Bancorp Inc.","NMS"
"BPFH","Boston Private Financial Holdings, Inc.","NMS"
"CBNJ","Cape Bancorp, Inc.","NMS"
"FULT","Fulton Financial Corporation","NMS"
"NBTB","NBT Bancorp, Inc.","NMS"
"AROW","Arrow Financial Corporation","NMS"
"MBTF","MBT Financial Corp.","NMS"
"INDB","Independent Bank Corp.","NMS"
"HWBK","Hawthorn Bancshares, Inc.","NMS"
"PGC","Peapack-Gladstone Financial Corp.","NMS"
"WASH","Washington Trust Bancorp Inc.","NMS"
"TRST","TrustCo Bank Corp. NY","NMS"
"CCNE","CNB Financial Corp.","NMS"
"MBVT","Merchants Bancshares Inc.","NMS"
"PFIS","Peoples Financial Services Corp.","NMS"
"NPBC","National Penn Bancshares Inc.","NMS"
"UMPQ","Umpqua Holdings Corporation","NMS"
"PPBI","Pacific Premier Bancorp Inc.","NMS"
"GBCI","Glacier Bancorp, Inc.","NMS"
"PCBK","Pacific Continental Corp.","NMS"
"FFNW","First Financial Northwest, Inc.","NMS"
"ZION","Zions Bancorporation","NMS"
"AMRB","American River Bankshares","NMS"
"HFWA","Heritage Financial Corp.","NMS"
"HTBK","Heritage Commerce Corp.","NMS"
"PMBC","Pacific Mercantile Bancorp","NMS"
"WABC","Westamerica Bancorp.","NMS"
"BSRR","Sierra Bancorp","NMS"
"BBNK","Bridge Capital Holdings","NMS"
"PFBC","Preferred Bank","NMS"
"FIBK","First Interstate Bancsystem Inc.","NMS"
"UBFO","United Security Bancshares","NMS"
"PACW","PacWest Bancorp","NMS"
"TBNK","Territorial Bancorp Inc.","NMS"
"NRIM","Northrim Bancorp Inc.","NMS"
"CATY","Cathay General Bancorp","NMS"
"CHMG","Chemung Financial Corporation","NMS"
"SIVB","SVB Financial Group","NMS"
"HAFC","Hanmi Financial Corporation","NMS"
"TCBK","TriCo Bancshares","NMS"
"CVBF","CVB Financial Corp.","NMS"
"CTBI","Community Trust Bancorp Inc.","NMS"
"SYBT","Stock Yards Bancorp, Inc.","NMS"
"IBTX","Independent Bank Group, Inc.","NMS"
"FRNK","Franklin Financial Corporation","NMS"
"CFNL","Cardinal Financial Corp.","NMS"
"TRMK","Trustmark Corporation","NMS"
"BKYF","The Bank of Kentucky Financial Corporation","NMS"
"FFKT","Farmers Capital Bank Corporation","NMS"
"CBF","Capital Bank Financial Corp.","NMS"
"PNFP","Pinnacle Financial Partners Inc.","NMS"
"HBHC","Hancock Holding Company","NMS"
"EVBS","Eastern Virginia Bankshares Inc.","NMS"
"PSTB","Park Sterling Corporation","NMS"
"OZRK","Bank of the Ozarks, Inc.","NMS"
"IBKC","IberiaBank Corp.","NMS"
"CSFL","CenterState Banks, Inc.","NMS"
"RBCAA","Republic Bancorp Inc.","NMS"
"SGBK","Stonegate Bank","NMS"
"GSBC","Great Southern Bancorp Inc.","NMS"
"FFIN","First Financial Bankshares Inc.","NMS"
"UMBF","UMB Financial Corporation","NMS"
"HTLF","Heartland Financial USA, Inc.","NMS"
"OKSB","Southwest Bancorp Inc.","NMS"
"TBK","Triumph Bancorp, Inc.","NMS"
"IBOC","International Bancshares Corporation","NMS"
"WTBA","West Bancorp., Inc.","NMS"
"BANF","BancFirst Corporation","NMS"
"COBZ","CoBiz Financial Inc.","NMS"
"MOFG","MidWest One Financial Group, Inc.","NMS"
"OABC","Omniamerican Bancorp, Inc.","NMS"
"BOKF","BOK Financial Corporation","NMS"
"TCBI","Texas Capital BancShares Inc.","NMS"
"EFSC","Enterprise Financial Services Corp.","NMS"
"SKYW","SkyWest Inc.","NMS"
"RJET","Republic Airways Holdings Inc.","NMS"
"JBLU","JetBlue Airways Corporation","NMS"
"ALGT","Allegiant Travel Company","NMS"
"VA","Virgin America Inc.","NMS"
"HA","Hawaiian Holdings Inc.","NMS"
"GLPI","Gaming and Leisure Properties, Inc","NMS"
"ARCP","American Realty Capital Properties, Inc.","NMS"
"LAMR","Lamar Advertising Co.","NMS"
"GOOD","Gladstone Commercial Corp.","NMS"
"MTGE","American Capital Mortgage Investment Corp.","NMS"
"CONE","Cyrusone Inc.","NMS"
"HCT","American Realty Capital Healthcare Trust, Inc.","NMS"
"SBRA","Sabra Health Care REIT, Inc.","NMS"
"UDF","United Development Funding IV","NMS"
"NYMT","New York Mortgage Trust Inc.","NMS"
"AGNC","American Capital Agency Corp.","NMS"
"ROIC","Retail Opportunity Investments Corp.","NMS"
"CAR","Avis Budget Group, Inc.","NMS"
"HEES","H&E; Equipment Services Inc.","NMS"
"UHAL","AMERCO","NMS"
"MGRC","McGrath Rentcorp","NMS"
"SBAC","SBA Communications Corp.","NMS"
"ELRC","Electro Rent Corporation","NMS"
"FORR","Forrester Research Inc.","NMS"
"INCR","INC Research Holdings, Inc.","NMS"
"QGEN","Qiagen NV","NMS"
"MYGN","Myriad Genetics Inc.","NMS"
"NRCIB","National Research Corp.","NMS"
"AVHI","AV Homes, Inc.","NMS"
"CVCO","Cavco Industries, Inc.","NMS"
"WYNN","Wynn Resorts Ltd.","NMS"
"ISLE","Isle of Capri Casinos, Inc.","NMS"
"CACQ","Caesars Acquisition Company","NMS"
"ERI","Eldorado Resorts, Inc.","NMS"
"CZR","Caesars Entertainment Corporation","NMS"
"PENN","Penn National Gaming Inc.","NMS"
"MCRI","Monarch Casino & Resort Inc.","NMS"
"MPEL","Melco Crown Entertainment Limited","NMS"
"DFRG","Del Frisco's Restaurant Group, Inc.","NMS"
"NATH","Nathan's Famous Inc.","NMS"
"RRGB","Red Robin Gourmet Burgers Inc.","NMS"
"RUTH","Ruth's Hospitality Group Inc.","NMS"
"BBRG","Bravo Brio Restaurant Group, Inc.","NMS"
"FRGI","Fiesta Restaurant Group, Inc.","NMS"
"BWLD","Buffalo Wild Wings Inc.","NMS"
"BOBE","Bob Evans Farms, Inc.","NMS"
"SONC","Sonic Corp.","NMS"
"DAVE","Famous Dave's of America Inc.","NMS"
"TXRH","Texas Roadhouse, Inc.","NMS"
"WEN","The Wendy's Company","NMS"
"JACK","Jack in the Box Inc.","NMS"
"LOCO","El Pollo Loco Holdings, Inc.","NMS"
"IRG","Ignite Restaurant Group, Inc.","NMS"
"CBRL","Cracker Barrel Old Country Store, Inc.","NMS"
"DNKN","Dunkin' Brands Group, Inc.","NMS"
"CHUY","Chuy's Holdings, Inc.","NMS"
"BJRI","BJ's Restaurants, Inc.","NMS"
"CAKE","The Cheesecake Factory Incorporated","NMS"
"TAST","Carrols Restaurant Group, Inc.","NMS"
"PLKI","Popeyes Louisiana Kitchen, Inc.","NMS"
"NDLS","Noodles & Company","NMS"
"BLMN","Bloomin' Brands, Inc.","NMS"
"AEPI","AEP Industries Inc.","NMS"
"GT","The Goodyear Tire & Rubber Company","NMS"
"OCFC","OceanFirst Financial Corp.","NMS"
"BKMU","Bank Mutual Corporation","NMS"
"HCBK","Hudson City Bancorp, Inc.","NMS"
"FFIC","Flushing Financial Corp.","NMS"
"EBTC","Enterprise Bancorp Inc.","NMS"
"HBCP","Home Bancorp, Inc.","NMS"
"BFIN","BankFinancial Corp.","NMS"
"WSBF","Waterstone Financial, Inc.","NMS"
"BOFI","BofI Holding, Inc.","NMS"
"FXCB","Fox Chase Bancorp, Inc.","NMS"
"NWBI","Northwest Bancshares, Inc.","NMS"
"PULB","Pulaski Financial Corporation","NMS"
"HMST","HomeStreet, Inc.","NMS"
"SMPL","Simplicity Bancorp, Inc.","NMS"
"FSBK","First South Bancorp Inc.","NMS"
"ESSA","ESSA Bancorp, Inc.","NMS"
"COLB","Columbia Banking System Inc.","NMS"
"ABCW","Anchor BanCorp Wisconsin Inc.","NMS"
"WAFD","Washington Federal Inc.","NMS"
"EBSB","Meridian Bancorp, Inc.","NMS"
"FDEF","First Defiance Financial Corp.","NMS"
"ESBF","ESB Financial Corp.","NMS"
"UBNK","United Financial Bancorp, Inc.","NMS"
"BRKL","Brookline Bancorp, Inc.","NMS"
"UCFC","United Community Financial Corp.","NMS"
"CSBK","Clifton Bancorp Inc.","NMS"
"CFFN","Capitol Federal Financial, Inc.","NMS"
"KRNY","Kearny Financial Corp.","NMS"
"RVSB","Riverview Bancorp Inc.","NMS"
"PROV","Provident Financial Holdings, Inc.","NMS"
"ISBC","Investors Bancorp Inc.","NMS"
"DCOM","Dime Community Bancshares Inc.","NMS"
"PBCT","People's United Financial Inc.","NMS"
"CASH","Meta Financial Group, Inc.","NMS"
"MKSI","MKS Instruments, Inc.","NMS"
